Subject,Condition,Trial,Stimword,Response,Category,RT,
001,1,1.000000,Well-off,/,high,3.599296
001,1,1.000000,Fashionable,/,high,1.555700
001,1,1.000000,Materialistic,/,high,3.986835
001,1,1.000000,Plain,Z,low,1.438813
001,1,1.000000,Polished,Z,high,1.319731
001,1,1.000000,Amusing,Z,neutral,1.618749
001,1,1.000000,Judgmental,/,high,1.896512
001,1,1.000000,Knowledgeable,Z,high,1.349153
001,1,1.000000,Sophisticated,Z,high,1.065393
001,1,1.000000,Anxious,/,neutral,1.057821
001,1,1.000000,Uncultivated,/,low,1.055600
001,1,1.000000,Expressive,Z,neutral,1.064682
001,1,1.000000,Frugal,/,low,1.113446
001,1,1.000000,Reliable,Z,neutral,0.913399
001,1,1.000000,Warm,Z,neutral,1.148737
001,1,1.000000,Interesting,Z,neutral,1.470704
001,1,1.000000,Carefree,/,neutral,1.563444
001,1,1.000000,Courageous,Z,neutral,1.589071
001,1,1.000000,Affluent,Z,high,2.051185
001,1,1.000000,Bossy,/,high,1.394540
001,1,1.000000,Laborious,Z,low,2.072656
001,1,1.000000,Unforgiving,/,neutral,5.961352
001,1,1.000000,Unmotivated,/,low,2.444589
001,1,1.000000,Patient,Z,neutral,1.081784
001,1,1.000000,Fabulous,Z,high,2.472391
001,1,1.000000,Understanding,Z,neutral,1.208488
001,1,1.000000,Successful,Z,high,0.833552
001,1,1.000000,Uncultured,/,low,1.120975
001,1,1.000000,Ambitious,Z,high,4.334254
001,1,1.000000,Helpful,Z,neutral,1.101343
001,1,1.000000,Self-interested,Z,high,1.651836
001,1,1.000000,Snobbish,/,high,2.024586
001,1,1.000000,Angry,/,neutral,2.238598
001,1,1.000000,Individualistic,Z,neutral,1.416099
001,1,1.000000,Untidy,/,low,4.302412
001,1,1.000000,Emotional,Z,neutral,1.682879
001,1,1.000000,Passive,/,low,1.943393
001,1,1.000000,Embarrassed,/,low,6.390612
001,1,1.000000,Humorous,Z,neutral,1.190409
001,1,1.000000,Unskilled,/,low,1.253467
001,1,1.000000,Indulgent,/,high,16.434597
001,1,1.000000,Cosmopolitan,Z,high,1.007132
001,1,1.000000,Strong,Z,neutral,0.788729
001,1,1.000000,Self-discipline,Z,neutral,1.474854
001,1,1.000000,Affectionate,/,neutral,3.834083
001,1,1.000000,Unkempt,/,low,1.227563
001,1,1.000000,Idle,/,neutral,6.405293
001,1,1.000000,Arrogant,/,high,7.929673
001,1,1.000000,Pessimistic,/,neutral,1.207292
001,1,1.000000,Modest,Z,neutral,9.336081
001,1,1.000000,Unsuccessful,/,low,8.606632
001,1,1.000000,Nosey,/,neutral,2.616797
001,1,1.000000,Diplomatic,/,high,25.983662
001,1,1.000000,Self-centered,/,high,1.643838
